전표번호,회계일자,계정과목,적요,차변금액,입력자,입력일시
JV01607,2025-05-16,매출,매출 05월 정산분,1084000.0,김대리,2025-05-17 18:35:00
JV00196,2025-05-16,여비교통비,여비교통비 05월 정산분,1215000.0,박과장,2025-05-16 13:40:00
JV01434,2025-05-16,미지급비용,미지급비용 05월 정산분,172000.0,이차장,2025-05-16 13:27:00
JV00502,2025-05-16,광고선전비,광고선전비 05월 정산분,107000.0,박과장,2025-05-16 12:50:00
JV02766,2025-05-16,여비교통비,여비교통비 05월 정산분,35000.0,김대리,2025-05-18 10:42:00
JV00974,2025-05-16,소모품비,소모품비 05월 정산분,863000.0,이차장,2025-05-18 08:37:00
JV01014,2025-05-17,지급수수료,지급수수료 05월 정산분,325000.0,김대리,2025-05-21 13:36:00
JV02385,2025-05-17,복리후생비,복리후생비 05월 정산분,3606000.0,김대리,2025-05-20 08:01:00
JV01651,2025-05-17,광고선전비,광고선전비 05월 정산분,16962000.0,박과장,2025-05-21 13:23:00
JV01630,2025-05-17,소모품비,소모품비 05월 정산분,813000.0,정부장,2025-05-20 18:56:00
JV01821,2025-05-17,외주가공비,외주가공비 05월 정산분,994000.0,최사원,2025-05-21 12:44:00
JV01664,2025-05-17,미지급비용,미지급비용 05월 정산분,27086000.0,김대리,2025-05-20 11:59:00
JV00649,2025-05-17,선급비용,선급비용 05월 정산분,2923000.0,최사원,2025-05-21 17:26:00
JV00289,2025-05-17,외주가공비,외주가공비 05월 정산분,20163000.0,최사원,2025-05-20 09:55:00
JV01624,2025-05-17,선급비용,선급비용 05월 정산분,11801000.0,최사원,2025-05-19 09:37:00
JV01177,2025-05-18,복리후생비,복리후생비 05월 정산분,82000.0,이차장,2025-05-21 17:22:00
JV00500,2025-05-18,여비교통비,여비교통비 05월 정산분,692000.0,김대리,2025-05-20 12:38:00
JV00411,2025-05-18,여비교통비,여비교통비 05월 정산분,1632000.0,김대리,2025-05-19 14:15:00
JV00169,2025-05-18,광고선전비,광고선전비 05월 정산분,308000.0,박과장,2025-05-21 18:15:00
JV02599,2025-05-18,매출원가,매출원가 05월 정산분,410000.0,박과장,2025-05-22 18:37:00
JV00337,2025-05-18,매출원가,매출원가 05월 정산분,891000.0,박과장,2025-05-22 15:38:00
JV00176,2025-05-18,여비교통비,여비교통비 05월 정산분,298000.0,이차장,2025-05-19 18:33:00
JV02007,2025-05-18,매출,매출 05월 정산분,42000.0,박과장,2025-05-22 17:36:00
JV00550,2025-05-18,매출,매출 05월 정산분,47000.0,이차장,2025-05-18 18:41:00
JV01042,2025-05-18,소모품비,소모품비 05월 정산분,392000.0,김대리,2025-05-20 15:57:00
JV01079,2025-05-18,매출,매출 05월 정산분,785000.0,김대리,2025-05-18 14:08:00
JV00933,2025-05-18,복리후생비,복리후생비 05월 정산분,461000.0,김대리,2025-05-20 18:26:00
JV02457,2025-05-18,지급수수료,지급수수료 05월 정산분,189000.0,이차장,2025-05-22 16:18:00
JV00982,2025-05-18,여비교통비,여비교통비 05월 정산분,665000.0,정부장,2025-05-18 15:29:00
JV00116,2025-05-19,선급비용,선급비용 05월 정산분,4321000.0,박과장,2025-05-21 18:37:00
JV01290,2025-05-19,외주가공비,외주가공비 05월 정산분,102000.0,정부장,2025-05-22 13:00:00
JV02687,2025-05-19,광고선전비,광고선전비 05월 정산분,29000.0,김대리,2025-05-22 13:39:00
JV00920,2025-05-19,여비교통비,여비교통비 05월 정산분,1027000.0,김대리,2025-05-21 14:08:00
JV00482,2025-05-19,외주가공비,외주가공비 05월 정산분,518000.0,김대리,2025-05-20 16:16:00
JV01225,2025-05-19,매출원가,매출원가 05월 정산분,76000.0,최사원,2025-05-22 10:12:00
JV00492,2025-05-19,접대비,접대비 05월 정산분,205000.0,최사원,2025-05-21 08:57:00
JV00614,2025-05-19,외주가공비,외주가공비 05월 정산분,163000.0,김대리,2025-05-19 12:05:00
JV00957,2025-05-19,매출원가,매출원가 05월 정산분,206000.0,박과장,2025-05-23 17:27:00
JV00063,2025-05-19,지급수수료,지급수수료 05월 정산분,2061000.0,이차장,2025-05-21 17:45:00
JV02664,2025-05-19,소모품비,소모품비 05월 정산분,71000.0,이차장,2025-05-23 14:38:00
JV02667,2025-05-19,지급수수료,지급수수료 05월 정산분,540000.0,김대리,2025-05-21 12:53:00
JV02487,2025-05-19,미지급비용,미지급비용 05월 정산분,17000.0,이차장,2025-05-21 14:23:00
JV01974,2025-05-19,선급비용,선급비용 05월 정산분,335000.0,김대리,2025-05-21 12:14:00
JV00630,2025-05-20,잡비,잡비 05월 정산분,1607000.0,최사원,2025-05-20 11:26:00
JV00932,2025-05-20,외주가공비,외주가공비 05월 정산분,2003000.0,정부장,2025-05-24 16:51:00
JV00113,2025-05-20,소모품비,소모품비 05월 정산분,2263000.0,이차장,2025-05-20 13:35:00
JV01371,2025-05-20,접대비,접대비 05월 정산분,655000.0,박과장,2025-05-21 15:33:00
JV01934,2025-05-20,외주가공비,외주가공비 05월 정산분,783000.0,박과장,2025-05-22 10:45:00
JV01315,2025-05-20,접대비,접대비 05월 정산분,2169000.0,박과장,2025-05-22 16:54:00
JV00739,2025-05-20,지급수수료,지급수수료 05월 정산분,436000.0,김대리,2025-05-24 08:02:00
JV01101,2025-05-20,지급수수료,지급수수료 05월 정산분,1023000.0,이차장,2025-05-21 08:33:00
JV00813,2025-05-20,선급비용,선급비용 05월 정산분,510000.0,박과장,2025-05-23 12:46:00
JV01191,2025-05-20,외주가공비,외주가공비 05월 정산분,114000.0,정부장,2025-05-22 14:39:00
JV01527,2025-05-20,매출원가,매출원가 05월 정산분,320000.0,김대리,2025-05-23 10:27:00
JV01041,2025-05-20,접대비,접대비 05월 정산분,729000.0,박과장,2025-05-23 18:48:00
JV02678,2025-05-21,광고선전비,광고선전비 05월 정산분,1798000.0,이차장,2025-05-22 16:21:00
JV02302,2025-05-21,매출원가,매출원가 05월 정산분,931000.0,김대리,2025-05-25 15:06:00
JV01733,2025-05-21,소모품비,소모품비 05월 정산분,10504000.0,김대리,2025-05-25 14:32:00
JV02643,2025-05-21,외주가공비,외주가공비 05월 정산분,913000.0,시스템,2025-05-21 09:55:00
JV01069,2025-05-21,외주가공비,외주가공비 05월 정산분,324000.0,정부장,2025-05-22 11:53:00
JV01449,2025-05-21,지급수수료,지급수수료 05월 정산분,741000.0,정부장,2025-05-21 09:38:00
JV02446,2025-05-21,여비교통비,여비교통비 05월 정산분,1214000.0,김대리,2025-05-23 16:06:00
JV00447,2025-05-21,매출,매출 05월 정산분,1071000.0,최사원,2025-05-21 18:29:00
JV02696,2025-05-21,여비교통비,여비교통비 05월 정산분,99000.0,박과장,2025-05-22 12:47:00
JV01638,2025-05-21,미지급비용,미지급비용 05월 정산분,2998000.0,최사원,2025-05-25 09:35:00
JV02143,2025-05-21,복리후생비,복리후생비 05월 정산분,123000.0,이차장,2025-05-25 13:38:00
JV00108,2025-05-22,소모품비,소모품비 05월 정산분,534000.0,최사원,2025-05-25 08:15:00
JV02607,2025-05-22,매출,매출 05월 정산분,31000.0,이차장,2025-05-22 14:09:00
JV00636,2025-05-22,매출원가,매출원가 05월 정산분,741000.0,정부장,2025-05-26 14:04:00
JV00624,2025-05-22,매출원가,매출원가 05월 정산분,24000.0,최사원,2025-05-23 18:54:00
JV01759,2025-05-22,지급수수료,지급수수료 05월 정산분,851000.0,박과장,2025-05-26 16:31:00
JV01183,2025-05-22,매출원가,매출원가 05월 정산분,235000.0,이차장,2025-05-26 16:31:00
JV01296,2025-05-22,복리후생비,복리후생비 05월 정산분,475000.0,박과장,2025-05-24 13:19:00
JV02418,2025-05-22,광고선전비,광고선전비 05월 정산분,316000.0,박과장,2025-05-22 17:43:00
JV02665,2025-05-22,외주가공비,외주가공비 05월 정산분,2438000.0,김대리,2025-05-24 11:41:00
JV02887,2025-05-22,매출,매출 05월 정산분,621000.0,박과장,2025-05-24 13:59:00
JV02305,2025-05-23,지급수수료,지급수수료 05월 정산분,4577000.0,이차장,2025-05-26 09:10:00
JV02112,2025-05-23,광고선전비,광고선전비 05월 정산분,2979000.0,박과장,2025-05-23 15:14:00
JV00944,2025-05-23,외주가공비,외주가공비 05월 정산분,1107000.0,박과장,2025-05-26 14:47:00
JV01545,2025-05-23,매출,매출 05월 정산분,2531000.0,박과장,2025-05-23 12:56:00
JV01585,2025-05-23,외주가공비,외주가공비 05월 정산분,702000.0,김대리,2025-05-24 10:02:00
JV00683,2025-05-23,외주가공비,외주가공비 05월 정산분,1525000.0,김대리,2025-05-24 12:52:00
JV02984,2025-05-23,복리후생비,복리후생비 05월 정산분,290000.0,김대리,2025-05-27 08:29:00
JV01386,2025-05-24,미지급비용,미지급비용 05월 정산분,1072000.0,최사원,2025-05-26 13:11:00
JV02060,2025-05-24,잡비,잡비 05월 정산분,3284000.0,최사원,2025-05-28 13:58:00
JV02860,2025-05-24,여비교통비,여비교통비 05월 정산분,283000.0,정부장,2025-05-25 16:20:00
JV02515,2025-05-24,복리후생비,복리후생비 05월 정산분,22070000.0,최사원,2025-05-27 16:39:00
JV02893,2025-05-24,접대비,접대비 05월 정산분,1027000.0,이차장,2025-05-25 16:20:00
JV01921,2025-05-24,여비교통비,여비교통비 05월 정산분,472000.0,이차장,2025-05-26 13:30:00
JV01345,2025-05-24,소모품비,소모품비 05월 정산분,1662000.0,정부장,2025-05-27 16:29:00
JV02839,2025-05-24,외주가공비,외주가공비 05월 정산분,1105000.0,김대리,2025-05-26 17:56:00
JV00700,2025-05-24,접대비,접대비 05월 정산분,5651000.0,최사원,2025-05-27 13:12:00
JV00797,2025-05-24,소모품비,소모품비 05월 정산분,1750000.0,김대리,2025-05-26 11:38:00
JV02548,2025-05-24,광고선전비,광고선전비 05월 정산분,336000.0,박과장,2025-05-27 17:07:00
JV02281,2025-05-24,소모품비,소모품비 05월 정산분,1534000.0,정부장,2025-05-24 12:06:00
JV00119,2025-05-24,지급수수료,지급수수료 05월 정산분,17575000.0,김대리,2025-05-25 16:48:00
JV00734,2025-05-25,접대비,접대비 05월 정산분,31130000.0,박과장,2025-05-28 17:13:00
JV02774,2025-05-25,미지급비용,미지급비용 05월 정산분,1986000.0,최사원,2025-05-27 14:35:00
JV00916,2025-05-25,매출원가,매출원가 05월 정산분,558000.0,김대리,2025-05-25 17:56:00
JV02889,2025-05-25,지급수수료,지급수수료 05월 정산분,3615000.0,정부장,2025-05-27 12:41:00
JV01063,2025-05-25,복리후생비,복리후생비 05월 정산분,64000.0,김대리,2025-05-28 18:50:00
JV01089,2025-05-25,지급수수료,지급수수료 05월 정산분,415000.0,김대리,2025-05-28 11:09:00
JV00259,2025-05-25,소모품비,소모품비 05월 정산분,756000.0,김대리,2025-05-29 09:53:00
JV01195,2025-05-25,잡비,잡비 05월 정산분,544000.0,김대리,2025-05-26 17:02:00
JV00600,2025-05-25,외주가공비,외주가공비 05월 정산분,49000.0,정부장,2025-05-26 11:20:00
JV02046,2025-05-26,복리후생비,복리후생비 05월 정산분,155000.0,박과장,2025-05-27 18:35:00
JV02388,2025-05-26,미지급비용,미지급비용 05월 정산분,3750000.0,김대리,2025-05-29 12:03:00
JV02425,2025-05-26,광고선전비,광고선전비 05월 정산분,465000.0,최사원,2025-05-26 14:15:00
JV00316,2025-05-26,매출원가,매출원가 05월 정산분,2663000.0,김대리,2025-05-26 18:58:00
JV02853,2025-05-26,매출원가,매출원가 05월 정산분,5727000.0,최사원,2025-06-07 05:00:00
JV01917,2025-05-26,외주가공비,외주가공비 05월 정산분,643000.0,최사원,2025-05-26 18:03:00
JV01873,2025-05-26,광고선전비,광고선전비 05월 정산분,733000.0,박과장,2025-05-28 15:48:00
JV01842,2025-05-27,여비교통비,여비교통비 05월 정산분,1465000.0,박과장,2025-05-30 14:16:00
JV02199,2025-05-27,지급수수료,지급수수료 05월 정산분,62000.0,박과장,2025-05-31 08:35:00
JV00867,2025-05-27,매출,매출 05월 정산분,426000.0,최사원,2025-05-27 13:06:00
JV01625,2025-05-27,지급수수료,지급수수료 05월 정산분,83000.0,박과장,2025-05-29 13:48:00
JV00115,2025-05-27,외주가공비,외주가공비 05월 정산분,1177000.0,이차장,2025-05-27 17:48:00
JV01119,2025-05-27,복리후생비,복리후생비 05월 정산분,1187000.0,최사원,2025-05-27 14:51:00
JV00134,2025-05-27,지급수수료,지급수수료 05월 정산분,772000.0,최사원,2025-05-30 17:28:00
JV02877,2025-05-28,외주가공비,외주가공비 05월 정산분,170000.0,박과장,2025-06-01 17:19:00
JV00591,2025-05-28,매출원가,매출원가 05월 정산분,394000.0,이차장,2025-05-31 09:34:00
JV01228,2025-05-28,복리후생비,복리후생비 05월 정산분,478000.0,김대리,2025-06-01 08:50:00
JV01684,2025-05-28,외주가공비,외주가공비 05월 정산분,79000.0,이차장,2025-05-28 15:24:00
JV02794,2025-05-28,여비교통비,여비교통비 05월 정산분,697000.0,이차장,2025-05-28 16:01:00
JV01536,2025-05-28,잡비,잡비 05월 정산분,203000.0,박과장,2025-05-30 09:35:00
JV01383,2025-05-28,여비교통비,여비교통비 05월 정산분,465000.0,박과장,2025-05-28 14:27:00
JV01430,2025-05-28,접대비,접대비 05월 정산분,6824000.0,이차장,2025-05-28 08:09:00
JV01894,2025-05-29,잡비,잡비 05월 정산분,1052000.0,김대리,2025-05-29 17:44:00
JV02912,2025-05-29,지급수수료,지급수수료 05월 정산분,302000.0,이차장,2025-05-30 09:26:00
JV02312,2025-05-29,지급수수료,지급수수료 05월 정산분,454000.0,이차장,2025-05-31 14:55:00
JV01628,2025-05-29,매출,매출 05월 정산분,1955000.0,최사원,2025-06-02 13:26:00
JV00912,2025-05-29,복리후생비,복리후생비 05월 정산분,365000.0,김대리,2025-05-31 14:59:00
JV01523,2025-05-29,여비교통비,여비교통비 05월 정산분,290000.0,김대리,2025-05-29 16:46:00
JV01138,2025-05-29,광고선전비,광고선전비 05월 정산분,115000.0,박과장,2025-06-02 18:54:00
JV01540,2025-05-29,접대비,접대비 05월 정산분,1926000.0,김대리,2025-06-01 10:29:00
JV00137,2025-05-29,미지급비용,미지급비용 05월 정산분,101000.0,이차장,2025-06-02 16:46:00
JV02366,2025-05-29,지급수수료,지급수수료 05월 정산분,344000.0,최사원,2025-05-29 11:50:00
JV02514,2025-05-30,복리후생비,복리후생비 05월 정산분,405000.0,이차장,2025-05-31 13:46:00
JV02158,2025-05-30,소모품비,소모품비 05월 정산분,90000.0,박과장,2025-06-01 14:28:00
JV02055,2025-05-30,매출,매출 05월 정산분,628000.0,박과장,2025-05-31 14:01:00
JV01437,2025-05-30,외주가공비,외주가공비 05월 정산분,438000.0,정부장,2025-06-01 09:43:00
JV00178,2025-05-30,외주가공비,외주가공비 05월 정산분,515000.0,이차장,2025-06-03 17:40:00
JV00856,2025-05-30,매출원가,매출원가 05월 정산분,2770000.0,최사원,2025-06-03 09:35:00
JV02267,2025-05-30,매출원가,매출원가 05월 정산분,1048000.0,김대리,2025-05-30 15:34:00
JV02554,2025-05-31,여비교통비,여비교통비 05월 정산분,1345000.0,정부장,2025-06-01 17:18:00
JV00227,2025-05-31,외주가공비,외주가공비 05월 정산분,1599000.0,박과장,2025-06-04 13:31:00
JV00290,2025-05-31,미지급비용,미지급비용 05월 정산분,738000.0,김대리,2025-06-02 14:27:00
JV01431,2025-05-31,지급수수료,지급수수료 05월 정산분,2609000.0,최사원,2025-06-04 12:57:00
JV01608,2025-05-31,미지급비용,미지급비용 05월 정산분,259000.0,박과장,2025-06-02 12:22:00
JV00352,2025-05-31,잡비,잡비 05월 정산분,112000.0,김대리,2025-06-03 11:41:00
JV00345,2025-05-31,매출,매출 05월 정산분,11341000.0,최사원,2025-06-03 08:20:00
JV02293,2025-05-31,지급수수료,지급수수료 05월 정산분,8761000.0,최사원,2025-06-04 13:32:00
JV01635,2025-05-31,매출,매출 05월 정산분,2732000.0,박과장,2025-06-01 15:03:00
JV90009,2025-05-31,잡비,잡비 05월 정산분,112000.0,김대리,2025-06-03 11:41:00
JV01905,2025-05-31,매출,매출 05월 정산분,465000.0,정부장,2025-06-01 15:11:00
JV02543,2025-05-31,복리후생비,복리후생비 05월 정산분,412000.0,김대리,2025-06-04 14:37:00
JV02537,2025-05-31,지급수수료,지급수수료 05월 정산분,511000.0,박과장,2025-06-04 13:55:00
JV00201,2025-06-01,매출원가,매출원가 06월 정산분,375000.0,최사원,2025-06-01 16:38:00
JV02167,2025-06-01,외주가공비,외주가공비 06월 정산분,1354000.0,이차장,2025-06-02 15:54:00
JV02132,2025-06-01,소모품비,소모품비 06월 정산분,77000.0,이차장,2025-06-02 11:58:00
JV01907,2025-06-01,선급비용,선급비용 06월 정산분,1267000.0,이차장,2025-06-01 11:04:00
JV00830,2025-06-01,소모품비,소모품비 06월 정산분,279000.0,최사원,2025-06-05 17:29:00
JV00238,2025-06-02,지급수수료,지급수수료 06월 정산분,3106000.0,박과장,2025-06-03 08:20:00
JV02965,2025-06-02,지급수수료,지급수수료 06월 정산분,525000.0,김대리,2025-06-02 18:02:00
JV00839,2025-06-02,잡비,잡비 06월 정산분,858000.0,김대리,2025-06-06 15:46:00
JV02169,2025-06-02,복리후생비,복리후생비 06월 정산분,1425000.0,박과장,2025-06-04 11:14:00
JV02077,2025-06-02,미지급비용,미지급비용 06월 정산분,448000.0,시스템,2025-06-02 17:20:00
JV01140,2025-06-02,접대비,접대비 06월 정산분,3463000.0,김대리,2025-06-03 18:53:00
JV01561,2025-06-02,소모품비,소모품비 06월 정산분,10255000.0,박과장,2025-06-06 18:03:00
JV02779,2025-06-02,접대비,접대비 06월 정산분,2466000.0,김대리,2025-06-03 09:03:00
JV00911,2025-06-02,매출원가,매출원가 06월 정산분,1440000.0,정부장,2025-06-05 10:21:00
JV01313,2025-06-02,소모품비,소모품비 06월 정산분,223000.0,최사원,2025-06-05 15:41:00
JV01209,2025-06-02,복리후생비,복리후생비 06월 정산분,172000.0,박과장,2025-06-05 17:44:00
JV01200,2025-06-03,매출원가,매출원가 06월 정산분,1401000.0,이차장,2025-06-07 13:01:00
